idlocalizacao,cep,numero_imovel,complemento,referencia,cidade,categoria
52326,65884741,7414,Apto,Tenetur.,Sampaio Grande,disponível
15542,23073-603,913,Casa,Amet error.,Caldeira,disponível
44157,23782673,1066,Edifício,Odio ab.,Costela do Norte,reservado
16957,37053443,7055,Apto,Voluptate dolores.,Ferreira,disponível
51523,72377209,9362,Apto,Doloribus corporis.,Aragão,disponível
23611,06529588,9376,Casa,Commodi.,Jesus Verde,reservado
30983,20712-204,403,Edifício,Nesciunt.,Borges,disponível
38852,57903-166,8852,Casa,Iure beatae.,Souza do Amparo,reservado
23291,44769-328,6697,Apto,Nulla vero.,Machado de Pastor,disponível
44874,78050809,4311,Apto,Rem repellat.,Vargas das Pedras,alugado
8444,87903-279,8146,Casa,Dicta rem.,Nunes,reservado
33269,43040076,1890,Bloco,Dignissimos itaque.,Alves,disponível
90596,38429299,6287,Casa,Sapiente voluptas.,da Conceição,alugado
11027,57147-962,3058,Casa,Eligendi laborum.,Novais da Prata,reservado
58098,45452-609,4792,Edifício,Facere similique.,Castro do Galho,disponível
74384,32478-931,6,Edifício,Tempore.,Montenegro,alugado
36206,92327324,8117,Casa,Repellat.,Alves,disponível
7010,40361728,2422,Bloco,Ea.,Rodrigues de Duarte,alugado
70777,16111-322,1985,Bloco,Culpa maiores.,Vasconcelos,alugado
25145,27569580,9988,Edifício,Illum beatae.,Nascimento,reservado
10748,12360-212,1935,Apto,Beatae.,Cunha,reservado
78727,84755006,2241,Casa,Officia.,Teixeira,reservado
70539,16042-870,1816,Edifício,Laborum.,Moraes,alugado
7114,57399732,4470,Edifício,Debitis.,Câmara Alegre,reservado
71643,85938-058,5682,Apto,Ab quia.,Fernandes de Andrade,disponível
72088,40274-424,4337,Apto,Excepturi.,Lopes,reservado
2820,07036-300,6448,Apto,Enim.,Melo,alugado
73369,14838977,2836,Edifício,A.,Peixoto da Prata,disponível
63509,08969430,2135,Casa,Inventore quae.,Azevedo de Minas,reservado
1512,23537-349,6496,Bloco,Dolorum.,Cardoso Paulista,reservado
72227,57755-216,2666,Edifício,Sed vitae.,Rios de Fogaça,alugado
64249,78972-336,9841,Apto,Iure asperiores.,Ribeiro da Prata,disponível
9864,64656380,8673,Bloco,Saepe.,Caldeira Verde,disponível
39888,25053066,2286,Apto,Non.,Silva,reservado
82889,31726-567,900,Casa,Enim.,Cavalcanti,alugado
86712,33405200,1193,Casa,A corporis.,Carvalho,reservado
5133,97580-065,7666,Casa,Soluta.,Pereira,alugado
24165,61194-195,6273,Bloco,Laudantium.,da Paz da Mata,disponível
59390,52379259,1882,Bloco,Beatae.,Mendes,disponível
62347,18335-639,6356,Casa,Veniam minus.,Teixeira das Pedras,disponível
14401,11146505,9383,Apto,Fugit.,Santos de Souza,disponível
22602,51439-630,5342,Bloco,Impedit.,Rocha do Sul,reservado
47022,16641706,7430,Apto,Ex.,da Mata,alugado
59333,91666-618,4585,Casa,Facilis.,Teixeira do Oeste,reservado
27095,35930-697,2312,Apto,Facilis amet.,Cardoso de Minas,alugado
410,36912-305,3083,Edifício,Aut enim.,Sousa,disponível
68560,93694-983,2692,Bloco,Repellat.,Viana Alegre,alugado
64680,62654-009,6095,Apto,Porro nisi.,Souza,disponível
79579,80182-083,5029,Apto,Tenetur sint.,Farias da Prata,reservado
69473,47005203,3586,Casa,Adipisci iste.,Souza do Norte,disponível
83031,32908-541,2571,Bloco,Est.,Cavalcanti,disponível
68927,90573-925,6807,Edifício,Repellendus molestias.,Costa,disponível
89995,44002729,8523,Apto,Autem.,da Conceição,reservado
91701,78833941,3451,Apto,Itaque.,Lopes,reservado
16202,96474913,6319,Apto,Modi.,Pacheco,disponível
57801,09960936,9986,Edifício,Dolorum molestiae.,Nogueira,disponível
43293,74603634,6932,Edifício,Odio.,Ramos,reservado
82263,01416552,387,Apto,Aut suscipit.,Lima,disponível
77619,60783-521,1349,Bloco,Sapiente porro.,Viana do Galho,disponível
7106,52803146,2412,Edifício,Harum excepturi.,Lopes,disponível
62841,24560-120,36,Edifício,Dolorum.,Alves,alugado
98186,82928392,6091,Apto,Incidunt nihil.,Cavalcante dos Dourados,disponível
94386,99414-899,6589,Edifício,Alias.,Leão de Goiás,disponível
10029,62870159,3962,Edifício,Ullam.,Araújo,reservado
11204,56760-237,687,Apto,Iusto.,da Costa,reservado
19079,05705883,4602,Casa,Consectetur.,Sales do Sul,alugado
77391,42644-506,4412,Casa,Voluptas.,Ramos,disponível
82199,76102-822,172,Edifício,Quia.,da Conceição do Campo,disponível
99092,50114-795,3106,Casa,Culpa.,Sá de Goiás,reservado
67374,96543407,456,Edifício,Mollitia nostrum.,Pacheco de Barros,alugado
61909,97484403,9870,Casa,Rem ullam.,Ribeiro de Cunha,reservado
3191,20410-075,7971,Bloco,Rem fugiat.,Guerra Alegre,alugado
79507,83458064,738,Apto,Qui saepe.,Sousa,disponível
63337,09233-907,3762,Apto,Quos suscipit.,Sá do Campo,reservado
77107,15521-720,7490,Apto,A aut.,Costela,alugado
76596,15592-062,3054,Bloco,Minima provident.,Castro,disponível
84334,02315-821,9501,Casa,Dolores.,Novais,alugado
39517,01751656,1553,Apto,Assumenda facere.,Martins do Amparo,reservado
19506,54247-061,1178,Apto,Voluptas.,Lopes do Campo,reservado
22079,43045-300,9740,Edifício,Eveniet ullam.,Carvalho,alugado
50456,93684-278,3595,Edifício,Dignissimos provident.,Campos,alugado
17677,62608-928,3557,Edifício,Atque.,Pereira da Mata,alugado
84617,11098-158,4116,Apto,Deleniti.,da Conceição,reservado
48968,75644-449,9645,Casa,Nisi.,Casa Grande,disponível
27475,67655-658,3658,Edifício,Similique suscipit.,Moreira,reservado
93446,54421-052,2004,Casa,Vitae fuga.,Fernandes da Prata,alugado
83441,28753-994,8154,Apto,Explicabo ut.,das Neves de Minas,alugado
40778,98154299,7080,Apto,Laborum vitae.,Rocha do Galho,alugado
1557,58862-442,3812,Apto,Optio vel.,Guerra Verde,disponível
52853,99501-347,1422,Edifício,Quod voluptates.,Campos de Pinto,alugado
93854,56455-612,8102,Apto,Iusto.,Costela de Souza,reservado
4856,65150059,8599,Apto,Consectetur.,Nogueira do Galho,alugado
17876,93345519,6226,Bloco,Vitae.,Marques Paulista,reservado
15477,72896579,427,Bloco,Veritatis.,Carvalho da Serra,reservado
36336,10836-840,3166,Apto,Eveniet veritatis.,Cavalcante do Sul,reservado
55154,24562949,5873,Edifício,Omnis.,Novais de Casa Grande,alugado
85501,58680180,3918,Casa,Quos error.,Castro,reservado
91689,91962022,4121,Apto,Doloribus animi.,Martins,reservado
65753,95286684,9836,Bloco,Earum.,Sousa,reservado
29317,89278280,1285,Bloco,Pariatur.,da Costa,reservado
72348,79958094,844,Bloco,Aperiam molestiae.,Duarte,reservado
19936,59702561,3938,Apto,Rerum.,Casa Grande,reservado
17767,73448858,7881,Apto,Illo voluptas.,da Rosa,reservado
76962,51792359,4210,Apto,Hic modi.,Pacheco,alugado
37575,24929-661,3381,Casa,Ipsum.,Sales da Praia,disponível
62288,20408584,2257,Apto,Cupiditate.,Pires de da Cruz,reservado
57447,41859872,248,Apto,Maiores nostrum.,Moura Alegre,alugado
85002,24050-990,4391,Bloco,Minus.,Cardoso de Goiás,disponível
34963,96758863,9760,Casa,Enim.,Cardoso,alugado
30830,58328691,5323,Apto,Reprehenderit aliquam.,Carvalho da Prata,disponível
33386,26401-899,6269,Edifício,Quos.,Cavalcanti Verde,disponível
61161,22693373,8507,Apto,Explicabo possimus.,Farias,alugado
43721,56658813,6095,Edifício,Rerum.,Moura,reservado
26213,42928891,6969,Bloco,Illo maiores.,Aragão,alugado
40091,30956296,5202,Edifício,Dolor corporis.,Abreu,disponível
81479,78538813,3698,Apto,Atque.,Albuquerque,alugado
94029,00494-928,1168,Bloco,Repudiandae.,Carvalho,alugado
7429,79416-150,6257,Edifício,Odio suscipit.,Silva,alugado
24174,28527-926,6611,Bloco,Neque.,da Costa Grande,alugado
75434,78037692,1436,Apto,Voluptate.,Fogaça,disponível
39497,40598802,9018,Casa,Quod hic.,Castro,reservado
68609,27964246,5674,Apto,Blanditiis praesentium.,Fernandes,disponível
35171,25534223,5402,Casa,Placeat.,Cavalcanti,reservado
87247,99360111,6839,Casa,Praesentium ad.,Castro,reservado
44197,58040-977,5499,Bloco,Tenetur.,Ramos de Araújo,alugado
6244,54349-274,6650,Edifício,Ipsum.,das Neves de Campos,alugado
29075,22727199,2928,Apto,Veniam magnam.,Costela Grande,disponível
40719,41981-292,5021,Bloco,Et aliquam.,Gomes do Sul,reservado
21542,11508-398,6548,Casa,Tempore deserunt.,Leão Verde,reservado
63307,69454-741,7396,Edifício,A earum.,Machado do Amparo,reservado
39512,66978246,3134,Casa,Tempore.,Dias,disponível
25773,08980-454,7407,Edifício,Cum tempore.,Borges,disponível
57910,31077-088,6741,Apto,Officia similique.,Brito do Sul,disponível
50204,72284-322,9482,Casa,Perferendis beatae.,Fonseca do Sul,reservado
10890,38987-965,723,Bloco,Laudantium nihil.,Pacheco de Santos,alugado
1311,02482-284,6300,Edifício,Explicabo corrupti.,Farias,reservado
61210,61445-559,742,Edifício,Accusantium qui.,Peixoto,reservado
10407,21202-959,4886,Apto,Culpa quae.,Araújo,alugado
76782,29038-944,5709,Apto,Culpa.,Leão,disponível
82501,27867872,6092,Bloco,Ipsam tenetur.,Macedo do Amparo,alugado
38194,97095-025,7003,Apto,Minus.,Cardoso Paulista,reservado
81342,12737771,1782,Bloco,Culpa fugit.,Moura do Galho,reservado
22451,36050488,4901,Casa,Consequuntur unde.,da Conceição de Pires,reservado
14129,08354-682,4906,Bloco,Nobis.,da Rosa,reservado
40040,65901-735,4592,Casa,Qui doloribus.,Lopes,alugado
92934,91010-571,9775,Bloco,Facere.,Vasconcelos,alugado
9112,54740974,3846,Edifício,Aperiam.,Mendonça,disponível
1501,94569-174,7279,Casa,Quis corrupti.,Viana de Garcia,alugado
28479,64257-393,1632,Apto,Itaque sequi.,Carvalho da Mata,alugado
73096,49192382,8321,Casa,Doloribus.,Cunha,reservado
16297,27123710,2880,Bloco,Esse.,Cardoso do Oeste,reservado
69865,37870323,8219,Bloco,Asperiores non.,Machado,reservado
4810,33253-933,6608,Apto,Placeat dolor.,Dias do Amparo,reservado
24620,80275-610,1143,Apto,Minima aliquam.,da Cruz do Amparo,reservado
43803,30543182,748,Bloco,Corporis unde.,da Luz da Serra,alugado
42085,42646328,8407,Edifício,Amet.,Gomes,alugado
95270,26160-907,7535,Edifício,Velit.,da Luz,alugado
13127,43749180,326,Edifício,Veritatis.,Duarte de das Neves,reservado
8732,30857062,1369,Edifício,Ducimus.,das Neves de da Mota,disponível
75087,34525788,3598,Bloco,Impedit aliquam.,Ferreira,reservado
80077,61260-374,367,Casa,Aut.,Cunha da Praia,alugado
23244,52992838,2852,Bloco,Explicabo maxime.,Camargo do Campo,alugado
68232,55906231,8354,Edifício,Facere.,Duarte,alugado
99713,51737260,3012,Casa,Optio accusantium.,Nascimento,disponível
69695,70660056,7645,Bloco,Iusto.,Macedo,reservado
72925,32558219,5871,Casa,Soluta velit.,Casa Grande das Flores,disponível
9338,76586361,4322,Apto,Omnis.,Sales Grande,alugado
1521,61135-184,3942,Casa,Voluptatem saepe.,Borges,disponível
37206,38074078,6879,Edifício,Repudiandae incidunt.,Camargo,disponível
37883,71602-342,4375,Bloco,Distinctio tempora.,Gomes Verde,disponível
70900,90152-757,4982,Casa,Quo eaque.,Abreu das Pedras,alugado
52069,53804540,6310,Casa,Adipisci.,Peixoto do Galho,reservado
11031,78047529,2957,Apto,Adipisci voluptas.,Azevedo das Flores,alugado
4967,37175-291,3066,Bloco,Iure fuga.,Vargas de Leão,disponível
33072,44995396,4376,Casa,Necessitatibus assumenda.,Macedo dos Dourados,alugado
15815,29292-797,4978,Edifício,Ipsum atque.,da Cruz do Galho,reservado
94746,05417-573,8894,Apto,Voluptatem consequatur.,Casa Grande,reservado
69244,79825-040,4550,Casa,Quod quisquam.,Cardoso da Mata,alugado
83368,57513-821,215,Apto,Praesentium.,da Conceição da Serra,disponível
47851,95570952,2091,Casa,Labore eveniet.,Mendes,reservado
28347,13823906,1969,Edifício,Quia aliquid.,Teixeira do Oeste,disponível
93049,34724705,1863,Casa,Molestias.,Silva,alugado
86055,15279-821,8847,Casa,Vel mollitia.,Camargo,alugado
89931,04508422,6662,Edifício,Saepe.,Camargo,alugado
4009,20628-231,1159,Edifício,Alias.,Fernandes,alugado
19584,10705-584,7601,Edifício,Recusandae.,Melo,disponível
68282,59970-962,8635,Bloco,Quod.,Gomes,disponível
87450,51440-295,4327,Bloco,Aut.,Duarte,disponível
68388,71651-573,1483,Casa,Adipisci.,Souza,disponível
73762,28927248,945,Edifício,Cum.,Moreira,alugado
20960,50433-035,9385,Bloco,Adipisci sapiente.,Porto,reservado
3688,71946767,4289,Bloco,Fuga.,Souza,alugado
96904,61164-715,5053,Apto,Quia aliquam.,Pires,disponível
30398,01921-313,890,Casa,Dolore.,Nunes,reservado
15107,45674544,9034,Edifício,Facere.,Dias,reservado
23184,49121-332,2861,Casa,Voluptates asperiores.,Araújo,alugado
78867,66058747,3991,Edifício,Recusandae deleniti.,Souza,reservado
21851,87875406,2951,Apto,Temporibus.,Rodrigues,reservado
34906,23716937,4806,Apto,Odit magni.,Castro do Galho,reservado
47992,80486229,6046,Edifício,Libero.,Porto,alugado
73211,10320-846,435,Casa,Culpa.,Siqueira das Pedras,alugado
80354,06937544,7382,Casa,Sed impedit.,Sales,reservado
78562,63152534,2220,Casa,Modi.,Ribeiro de Oliveira,reservado
31270,11595676,2326,Bloco,Possimus.,Caldeira,alugado
87680,92014-441,9209,Bloco,Labore.,Lima,alugado
1247,59333-481,8221,Apto,Omnis.,Fernandes da Serra,alugado
95034,21555064,9034,Casa,Quam.,Ferreira,alugado
40838,54665-538,2487,Casa,Iure.,Castro,alugado
11982,40564686,7139,Apto,Ab quaerat.,Araújo de Cunha,reservado
87967,02886531,1188,Bloco,Distinctio.,Cardoso da Serra,alugado
88698,98353-540,4087,Edifício,Ipsam.,Macedo do Norte,disponível
93060,32328-588,8831,Bloco,Ullam fugit.,Fogaça Grande,disponível
86810,40347277,5179,Apto,Omnis.,Guerra da Serra,reservado
87417,64056-656,4655,Edifício,Dolorum.,Silveira,alugado
11594,33126-445,3703,Edifício,Exercitationem quos.,Casa Grande Grande,alugado
17307,42688983,7333,Bloco,Nesciunt eius.,Campos das Flores,disponível
28845,13102406,4803,Casa,Voluptate optio.,Pinto de Brito,alugado
91117,85875-675,5751,Edifício,Eius.,Rocha,disponível
7210,73946116,8755,Edifício,Recusandae.,Moreira do Norte,reservado
88693,91207940,6718,Apto,Minus.,Andrade Paulista,alugado
1822,46650740,5907,Casa,Ut illo.,Pinto,disponível
63095,94106134,3906,Apto,Repellat.,Camargo,reservado
77573,61438644,3911,Casa,Exercitationem nam.,Cavalcante,disponível
97898,97316682,1582,Casa,Commodi cum.,Nogueira,alugado
98226,62432754,3905,Bloco,Esse.,Viana,alugado
55322,02332-346,2082,Apto,Recusandae.,Castro de Camargo,reservado
32315,96662160,5885,Bloco,Saepe aperiam.,da Cruz,reservado
63580,07103145,8645,Edifício,Nesciunt.,Pimenta do Campo,disponível
28292,98634777,3231,Apto,Architecto.,Novais Paulista,reservado
48392,82975-960,1978,Apto,Ea.,Pereira,disponível
78955,28628500,9617,Bloco,Maiores perferendis.,Cassiano,disponível
75134,80687-956,748,Casa,Dolore.,Marques dos Dourados,alugado
34796,68965096,9407,Edifício,At perferendis.,Macedo,reservado
77453,26933218,9804,Edifício,Harum.,Camargo das Pedras,alugado
36381,45290-699,55,Bloco,Itaque.,Aparecida Verde,disponível
33551,55496-169,6995,Apto,Cum nihil.,das Neves,alugado
93854,72790-795,5705,Apto,Veniam nulla.,Carvalho,disponível
18821,88256-081,2167,Bloco,Magni.,Castro,alugado
16030,10087717,7873,Edifício,A.,Fernandes,alugado
27767,07841-572,729,Bloco,Doloribus saepe.,Oliveira da Prata,alugado
9541,42809-574,271,Casa,Velit sint.,Costela,alugado
74830,34265-167,1488,Casa,Enim commodi.,Andrade dos Dourados,reservado
46660,05681-937,3138,Casa,Tenetur quasi.,Sampaio,alugado
96564,58803-190,4016,Bloco,Nihil.,Almeida,reservado
36462,24751-661,6148,Bloco,Dolor ipsum.,Mendonça,disponível
21983,22486622,2532,Casa,Architecto doloremque.,Gonçalves,alugado
27332,72985-058,6069,Bloco,Harum nobis.,Rios,alugado
46464,85520754,1918,Casa,Magni iusto.,Freitas,reservado
79676,53351-584,5874,Casa,Perspiciatis.,Araújo,disponível
65823,32883-648,2297,Bloco,Ipsam.,Teixeira,reservado
6276,60853123,3165,Casa,Mollitia saepe.,Almeida da Prata,disponível
33162,76861850,4483,Bloco,Illum ex.,Pereira Paulista,reservado
46131,34430-774,6899,Bloco,Sequi esse.,Albuquerque de Minas,reservado
19450,40937554,3567,Edifício,Aut.,Sousa Verde,reservado
89440,69892-166,9508,Bloco,Harum sunt.,Lopes,disponível
21323,28526-055,6235,Edifício,Similique.,Cassiano,reservado
72224,91354460,8985,Apto,Sequi.,Costa,alugado
14473,13906008,4197,Casa,Laborum.,Fogaça,disponível
89129,02350943,7119,Casa,Cumque eaque.,Carvalho,disponível
90694,64202-580,1094,Apto,Nesciunt.,Gonçalves dos Dourados,reservado
26827,85369-780,9744,Edifício,Architecto labore.,Carvalho da Praia,disponível
36092,04558-776,8601,Bloco,Vitae repudiandae.,Ramos,reservado
72629,53968-725,9651,Edifício,At.,da Cunha do Amparo,reservado
40595,61278-740,5870,Edifício,Nisi.,Freitas,alugado
43194,48013629,8425,Bloco,Delectus.,da Cruz de Cardoso,reservado
37048,01934-398,6062,Bloco,Perferendis dolorum.,Vieira,alugado
38358,67588894,1953,Edifício,Quo.,Marques do Galho,alugado
6799,26354833,2162,Apto,Dolore.,Melo,reservado
72779,91309-644,221,Apto,Suscipit.,Cirino,alugado
59062,20708710,217,Bloco,Magnam accusamus.,Siqueira Alegre,disponível
29943,97643-165,6139,Bloco,Sit.,Barbosa,disponível
36107,78366666,740,Casa,Itaque.,Caldeira do Norte,reservado
17969,26657-243,7871,Edifício,Asperiores iste.,Mendes de Goiás,reservado
30927,51085879,1154,Casa,Fugit ipsum.,Ferreira das Flores,disponível
27015,52286794,4204,Bloco,Quibusdam.,Andrade,reservado
5826,73383750,448,Apto,Maiores corporis.,Azevedo de da Cruz,reservado
67561,19939-145,1182,Edifício,Reprehenderit.,da Cunha de Goiás,disponível
44210,57241712,4047,Edifício,Omnis.,Barros de Vieira,disponível
48732,14432-425,9170,Casa,Voluptate.,Brito,alugado
41869,28088-381,1603,Apto,Praesentium.,Azevedo do Amparo,alugado
73051,29655-433,8936,Casa,Nihil.,Correia,reservado
55881,63979-315,7488,Apto,Explicabo consectetur.,Freitas de Jesus,alugado
29585,90603216,391,Apto,Iure minus.,Pinto Verde,reservado
75868,15794-817,9527,Edifício,Ea laborum.,Fogaça,disponível
97144,09393156,4552,Bloco,Repellendus modi.,Lopes,disponível
88276,78200-812,4938,Apto,Reiciendis ut.,Brito,disponível
7924,91106626,9137,Edifício,Maxime accusantium.,Nascimento Grande,disponível
97916,58935115,506,Apto,Atque deleniti.,Farias do Galho,reservado
86659,26988675,4817,Edifício,Repellat autem.,Gomes Alegre,alugado
41570,98049-499,9950,Bloco,Nemo.,Melo do Sul,reservado
95358,05604987,2037,Edifício,Eius earum.,Pimenta,reservado
11884,57603531,8757,Bloco,Eos.,Cavalcante,disponível
48556,29408943,3227,Casa,Earum.,Jesus,reservado
41481,72334-347,1948,Apto,Ex.,Cirino de Fonseca,reservado
9120,33173093,5353,Casa,Quaerat suscipit.,Câmara do Galho,reservado
18576,11254318,7228,Casa,Vitae.,da Rocha de Leão,disponível
41526,21748864,9223,Edifício,Quisquam.,Novaes,alugado
44662,27677-828,5233,Edifício,Accusamus.,Castro da Mata,alugado
46695,06290249,2015,Bloco,Voluptatum.,Rodrigues das Flores,disponível
80912,19687738,7259,Bloco,Aperiam provident.,Nogueira de Viana,disponível
6265,12742654,7170,Edifício,Assumenda placeat.,Caldeira de Rios,reservado
45649,51475-636,4372,Casa,Alias.,Moraes,alugado
27483,88649-237,4196,Apto,Exercitationem.,Freitas,alugado
53636,51034-317,6103,Bloco,Repudiandae voluptatum.,Martins da Praia,disponível
35190,32774171,4823,Apto,Iure.,Correia dos Dourados,alugado
37658,65436459,188,Edifício,Accusamus.,Sá do Norte,disponível
99711,91909-425,9952,Edifício,Blanditiis.,Castro,alugado
66194,45125279,649,Bloco,Ex nulla.,da Conceição de Rezende,alugado
75997,63070-164,2616,Edifício,Labore quaerat.,Rocha da Prata,disponível
53790,26314062,9685,Edifício,Ab cum.,Aragão,disponível
66950,97468658,2926,Bloco,Sit.,Andrade,reservado
22413,15316-319,1540,Edifício,Consequatur temporibus.,Jesus dos Dourados,reservado
99273,92165117,3238,Casa,Alias.,Barros dos Dourados,reservado
90291,56863007,7313,Apto,Error.,Vasconcelos,reservado
85584,73914-334,3575,Casa,Tenetur.,Oliveira do Sul,disponível
14797,07138903,1557,Edifício,Velit.,Fernandes,alugado
96124,41114513,3628,Edifício,Impedit minima.,da Conceição Paulista,disponível
69476,01970-652,6133,Bloco,Blanditiis.,da Rocha do Norte,reservado
88795,43138295,169,Apto,Temporibus reprehenderit.,da Luz,disponível
84892,78374967,114,Edifício,Itaque debitis.,Rezende da Mata,disponível
72147,77935964,2461,Casa,Nam.,Sá de Borges,disponível
38289,22289-868,3042,Edifício,Quasi.,Pimenta,alugado
54645,02162-279,9890,Apto,Quis corrupti.,das Neves de Brito,disponível
55037,08441-304,6801,Edifício,Quos aut.,Caldeira Verde,disponível
32284,61014828,2031,Bloco,Itaque dolor.,Farias do Galho,reservado
52989,25249-511,9872,Casa,Ipsum iste.,Moura do Norte,reservado
83808,82430116,3666,Bloco,Eum delectus.,Barbosa,alugado
53982,08050542,489,Casa,Dolorum.,Farias,reservado
8565,12670754,9188,Edifício,Delectus perspiciatis.,Mendes,alugado
17264,82313632,4249,Apto,Libero.,Lima,disponível
23010,80381563,1789,Edifício,Labore.,Vargas,alugado
83237,36809-420,939,Casa,Officia.,Siqueira,reservado
83579,14429-435,5243,Apto,Sequi vero.,Lima,disponível
38136,20190813,323,Casa,Voluptatem.,Monteiro das Flores,disponível
42628,76644690,1004,Apto,Et laudantium.,Moreira,disponível
91567,10602-616,9257,Casa,Nostrum.,Pinto,alugado
83974,24853-897,4391,Bloco,Odio cupiditate.,Cavalcante,alugado
10026,75602-605,1415,Casa,Neque.,Nogueira,disponível
44619,82730-526,578,Bloco,Ut temporibus.,Correia,alugado
40367,49276580,7230,Casa,Nisi.,Ribeiro de Minas,disponível
92727,09908865,9867,Edifício,Consequuntur incidunt.,Jesus,disponível
67759,49346304,6527,Apto,Veniam fuga.,Cunha do Norte,disponível
72754,48365-096,4757,Casa,Non.,Porto,reservado
64691,67208-261,4573,Bloco,Modi.,Lima da Serra,disponível
73129,65458924,523,Apto,Possimus.,Souza de Silveira,reservado
80183,54834-745,7649,Casa,Dolores alias.,Alves Paulista,disponível
66677,44577-320,1435,Edifício,Labore.,da Cunha,alugado
54682,07200218,8496,Casa,Sed nesciunt.,Pacheco de Ramos,reservado
18987,82458-496,6679,Apto,Facilis.,Ribeiro,reservado
31374,67313-374,9163,Bloco,Sint.,Moraes,alugado
16906,31048268,6492,Bloco,Quas aliquid.,Vasconcelos,disponível
66562,55238879,3743,Casa,Modi.,Duarte do Galho,disponível
9964,82780-616,5032,Bloco,Repellendus.,das Neves,alugado
62361,82968-389,8128,Apto,Ullam.,Monteiro do Amparo,disponível
99144,41260430,5416,Bloco,Asperiores porro.,da Costa,disponível
4200,00298-214,2310,Casa,Iusto.,Rios do Amparo,alugado
63470,89128-510,3784,Bloco,Nulla dolorem.,Vargas da Prata,disponível
62349,55261865,7091,Apto,Expedita possimus.,Araújo,disponível
36459,85807-424,3777,Casa,Iste laboriosam.,Nascimento,alugado
90042,62176-492,8720,Bloco,Dolores natus.,Alves,reservado
22808,02898-957,3334,Bloco,Cum.,Campos de Silva,alugado
83666,03919839,9597,Casa,Facere.,Ferreira da Mata,disponível
45392,03242-320,6530,Apto,Fuga.,Nogueira,disponível
6281,80602-753,8354,Bloco,Architecto.,da Conceição Paulista,alugado
41472,56685-520,4796,Edifício,Magnam.,Lopes,reservado
39132,88894-000,1580,Casa,Molestias.,Jesus,reservado
1078,83756-050,8781,Casa,Iste.,Melo do Sul,disponível
20763,26102260,4404,Casa,Natus.,Barbosa da Serra,reservado
37497,20371-488,5844,Apto,Non.,Araújo,reservado
14652,64564989,2119,Edifício,Modi sit.,Brito da Prata,reservado
94065,98754-884,7327,Bloco,Suscipit.,da Paz,reservado
26226,18414950,9334,Bloco,Dolorem.,Correia do Norte,alugado
22235,24926-242,4474,Bloco,Eligendi exercitationem.,Freitas,disponível
56936,13217005,9144,Casa,Aperiam.,Rodrigues Alegre,alugado
59749,86901-600,839,Bloco,In numquam.,da Costa da Prata,disponível
43497,67251359,4022,Casa,Corrupti.,da Cunha de Azevedo,disponível
76384,59047203,9072,Bloco,Quidem.,Sá,disponível
35903,03791-539,9205,Casa,Vel.,Santos,alugado
11665,79956-893,7104,Bloco,Iste.,Siqueira de Souza,disponível
32503,12495051,7126,Edifício,Consequatur.,Andrade de da Cunha,reservado
35052,04186-823,9708,Bloco,Nesciunt totam.,Leão,disponível
29628,88616-741,7962,Casa,Qui.,Lima do Oeste,alugado
34533,85439748,2275,Bloco,Deleniti.,Rios,disponível
8193,18378-642,2804,Apto,Dolorum.,Azevedo Verde,disponível
90804,40996817,4932,Bloco,Rerum.,Siqueira,reservado
78604,26644863,6470,Casa,Hic.,Pastor do Campo,disponível
85536,06362945,1916,Casa,Ducimus consectetur.,Freitas do Norte,reservado
13281,18833-864,707,Edifício,Aliquam explicabo.,Cassiano,disponível
52298,72939920,2680,Bloco,Nemo architecto.,Sampaio,alugado
87074,81578093,9139,Apto,Veritatis.,Camargo,alugado
77774,26711833,7803,Casa,Quos possimus.,Fernandes de Rodrigues,alugado
49663,40692400,5186,Casa,Explicabo.,Sá,reservado
12545,32005-775,8970,Bloco,Sapiente.,Nogueira do Sul,reservado
35294,40272492,3254,Casa,Voluptates.,Ferreira de Freitas,disponível
83031,07578-849,3621,Casa,Ut tempora.,Pinto,reservado
13109,59185-788,502,Edifício,Libero.,Pastor,disponível
5146,75496-861,2183,Apto,Repudiandae inventore.,Casa Grande de Rodrigues,disponível
46290,03942-652,83,Apto,Doloremque.,Silveira de Mendes,disponível
36165,11576-452,7734,Apto,Minus natus.,Caldeira,reservado
67159,21038-470,8535,Bloco,Fugiat iusto.,Fogaça,reservado
79055,25207-093,2998,Apto,Nulla.,Andrade de Albuquerque,disponível
5746,53653094,3284,Bloco,Veniam.,Ferreira,disponível
38100,59256522,8361,Apto,Corrupti.,Marques do Amparo,disponível
84728,59744227,3282,Casa,Impedit explicabo.,Abreu de Leão,reservado
93991,97465359,1634,Casa,Odit.,Vasconcelos de Goiás,reservado
24083,61186-257,9218,Bloco,Quae cupiditate.,Silva de Peixoto,disponível
83678,80321061,8970,Apto,Atque.,Moraes,alugado
58964,40349763,4305,Apto,Veniam.,Ribeiro,reservado
59532,98012203,9611,Edifício,Repellat.,Rocha,disponível
69549,30360-210,7389,Edifício,Ratione pariatur.,Pacheco de Cavalcanti,disponível
90823,22583-619,8153,Bloco,Excepturi quos.,Cardoso de Ramos,reservado
69216,84809-386,1387,Apto,Quasi amet.,Cardoso de Fernandes,alugado
14457,85365-856,7639,Casa,Pariatur.,Nascimento,alugado
9311,37252-187,2082,Edifício,Impedit.,Fogaça de Moura,alugado
