idcidade,nome,estado
45442,Lopes,Paraíba
13408,Moura,Sergipe
31414,Gonçalves,Rio de Janeiro
33700,Sá,Rio de Janeiro
51899,Pires,Amapá
6166,Peixoto Grande,Rio Grande do Sul
64529,Sousa Alegre,São Paulo
78226,Pires,Rondônia
22915,da Rosa do Sul,Mato Grosso
33211,Teixeira de da Cunha,Mato Grosso
93598,Dias da Praia,São Paulo
88751,Sousa,Tocantins
48208,da Rocha,Tocantins
47914,Azevedo,Pará
83635,Albuquerque Alegre,Pernambuco
63648,Freitas,Rondônia
92384,Macedo,Amapá
29423,Rocha,Piauí
22688,Cardoso,Rondônia
16150,Andrade,Mato Grosso do Sul
24821,Novais do Amparo,Acre
95694,Camargo de Sales,Pará
54679,Silva de Minas,Rio Grande do Sul
67480,Farias,Pernambuco
70549,Rios Grande,Mato Grosso
38783,Cunha,Sergipe
78432,Vieira,São Paulo
79021,Mendes,Santa Catarina
79122,Barros,Sergipe
16572,Duarte do Galho,Goiás
58910,Cassiano,Sergipe
30348,Aragão,Alagoas
46979,Freitas do Amparo,Santa Catarina
13873,Duarte do Galho,Acre
27220,Garcia,Roraima
80969,Azevedo de Minas,Maranhão
99284,Gonçalves,Rio Grande do Norte
91935,Camargo,Rondônia
51005,Silva,Goiás
60858,Lopes da Prata,Alagoas
36966,Machado,Goiás
52315,Gonçalves,Bahia
71688,Barbosa do Norte,Piauí
74859,Cavalcante,Sergipe
98971,Pereira,Rio de Janeiro
41106,Moreira dos Dourados,Rondônia
45797,Melo,Distrito Federal
81749,Porto,Alagoas
36271,Cavalcante dos Dourados,Mato Grosso
27711,Aragão,Rio Grande do Norte
50049,Martins,Piauí
64501,Mendes,Goiás
58023,Vasconcelos,Santa Catarina
12568,Teixeira de Cassiano,Minas Gerais
73408,Borges das Flores,Roraima
81477,Vasconcelos Paulista,Pará
48247,Pinto,Mato Grosso do Sul
62896,da Costa,Rio Grande do Sul
62049,Cassiano,Amazonas
71690,Rezende do Galho,Roraima
59253,Ribeiro,Alagoas
56755,Gonçalves,Amapá
62520,Santos,Distrito Federal
7777,Sá,Rio Grande do Sul
11981,Rodrigues de Mendonça,Paraíba
42301,Aragão,Rio Grande do Norte
82888,Sales do Campo,Espírito Santo
99842,Camargo do Norte,Piauí
76566,Garcia,Amazonas
11121,Sousa da Prata,Minas Gerais
11617,Lima,Tocantins
88503,Carvalho,Amazonas
44538,Moura,Mato Grosso do Sul
22760,Nunes de Cavalcanti,São Paulo
60110,Alves,Amapá
94504,Câmara do Oeste,Amazonas
98550,Ferreira de Martins,Maranhão
73294,Cavalcanti,Minas Gerais
88054,Jesus de Minas,Rio Grande do Sul
473,Peixoto,Amazonas
30166,Martins,Santa Catarina
81019,Cirino,Acre
26853,da Luz das Pedras,Sergipe
96582,Caldeira de das Neves,Tocantins
8870,Vieira,Santa Catarina
15812,da Conceição,Amapá
49722,da Conceição,Pernambuco
35963,Novais Paulista,Santa Catarina
63053,Garcia de Santos,São Paulo
86967,Peixoto,Sergipe
2224,da Mota das Pedras,Espírito Santo
15553,Costa,Maranhão
60962,da Rosa do Campo,Roraima
82810,Rezende,Mato Grosso
13017,Abreu do Norte,Distrito Federal
16091,Monteiro do Amparo,Roraima
51416,Brito,Mato Grosso
64106,da Rocha,Mato Grosso
49992,Ribeiro,Mato Grosso
87278,Pires do Oeste,Bahia
7804,Aparecida,Espírito Santo
10694,Ferreira,Roraima
41973,Almeida Verde,Mato Grosso do Sul
3728,Silva da Serra,Ceará
37203,Pastor do Sul,Minas Gerais
77335,Aragão da Serra,Bahia
84316,Melo da Serra,Alagoas
30369,Siqueira,Maranhão
85908,Aragão,Rio de Janeiro
31128,Nunes,Piauí
75847,Azevedo das Pedras,São Paulo
25744,Martins de Marques,Santa Catarina
71748,Marques,Santa Catarina
21900,Novais,Distrito Federal
74794,Andrade de Minas,Roraima
82768,Correia Grande,Espírito Santo
98553,Costa,Paraíba
13750,Garcia,Acre
1254,Freitas do Norte,Distrito Federal
10550,Costa,Mato Grosso do Sul
9734,Farias,Acre
85459,Carvalho,Pernambuco
71268,Camargo de Ramos,Rio Grande do Norte
13790,Moreira,Espírito Santo
74089,Vasconcelos da Serra,Distrito Federal
10297,Mendes,São Paulo
89756,Nascimento Verde,Distrito Federal
90521,Pacheco do Amparo,Maranhão
24953,Pires do Amparo,Rio de Janeiro
60093,Guerra do Oeste,Santa Catarina
17964,Oliveira,Amapá
6482,Montenegro,Santa Catarina
58102,Rios,Alagoas
79983,Moura de Ribeiro,Amazonas
55038,Sá,Mato Grosso
24986,Jesus,Acre
64100,Barbosa,Paraná
33361,Gomes,Sergipe
34351,Lopes,Rio Grande do Norte
38762,Rodrigues do Oeste,Santa Catarina
87200,Fonseca,Piauí
9950,Barros,Rio Grande do Sul
17899,Ramos de Minas,Rio de Janeiro
12202,Aragão,Minas Gerais
53434,Pastor de Cirino,Minas Gerais
38457,Aparecida da Serra,Alagoas
91737,Cavalcante das Flores,Espírito Santo
16920,Rocha da Praia,Mato Grosso do Sul
39039,Silveira dos Dourados,Ceará
37366,Marques,Goiás
91189,Teixeira,Piauí
84513,Porto das Pedras,Paraíba
2374,Montenegro,Mato Grosso do Sul
70308,Almeida da Mata,Amapá
49176,Guerra de Minas,Santa Catarina
23659,Castro da Mata,Amazonas
13471,Moraes de Caldeira,Espírito Santo
6778,Machado,Pernambuco
86255,Nascimento das Pedras,Amapá
44968,Costa da Mata,Ceará
10909,Câmara de da Costa,Sergipe
784,Freitas,Goiás
96427,Câmara,Tocantins
30597,Pastor de Minas,Paraná
57005,Pereira Paulista,Alagoas
95740,Lopes,Amazonas
17106,Ramos de Rodrigues,Tocantins
21932,Aparecida,Mato Grosso do Sul
81937,Albuquerque,Alagoas
51751,Pimenta da Serra,Amazonas
48882,Abreu do Galho,Amazonas
81329,da Mata do Norte,Rio Grande do Norte
95131,Pereira,Amapá
57749,Pimenta,Roraima
96549,Albuquerque da Praia,Amapá
11458,Pacheco,Pernambuco
60801,da Rocha,Piauí
78076,Fonseca,Ceará
73421,Brito,Goiás
81951,Moraes,Rondônia
26554,Correia,Acre
962,da Cruz das Pedras,Bahia
49251,da Luz do Amparo,Pernambuco
70683,Silveira da Praia,Bahia
51085,Marques,Santa Catarina
86110,da Mata de Nogueira,Piauí
50825,Moreira das Pedras,São Paulo
92634,Borges de da Rosa,Ceará
61367,Abreu do Norte,Roraima
2778,Nascimento de Goiás,Pernambuco
44437,da Mota,Alagoas
94794,Nunes das Pedras,Ceará
53629,Camargo,Goiás
14179,Martins do Galho,Paraná
84499,Pacheco Alegre,Rio Grande do Norte
74526,Gonçalves,Pernambuco
37611,Siqueira Alegre,Maranhão
96497,Sá da Serra,Roraima
23173,Camargo,Paraná
23509,da Luz,Alagoas
15466,Vieira,Maranhão
66331,Martins,Mato Grosso do Sul
86366,Siqueira do Amparo,Amapá
88936,Dias da Serra,Amapá
46183,Borges de Alves,Acre
12432,Barros do Campo,Alagoas
61660,da Conceição das Flores,Rondônia
73765,Nascimento Paulista,Rio Grande do Sul
28224,Carvalho,Amazonas
40660,Carvalho de Aparecida,Rondônia
2898,Fernandes Verde,Goiás
17466,Fonseca,Paraná
90250,Machado Grande,Acre
53821,das Neves da Praia,Pernambuco
31902,Porto Alegre,Amazonas
78936,Santos,Piauí
5942,Peixoto,Paraíba
52445,Pires,Ceará
19548,Duarte,Maranhão
46770,da Paz,Mato Grosso do Sul
75274,Sampaio das Flores,Roraima
76901,Siqueira do Sul,Espírito Santo
49108,Sousa,Santa Catarina
93520,Peixoto,Sergipe
59843,Duarte de Vieira,Pernambuco
44173,da Costa de Borges,Amazonas
52951,Monteiro do Campo,Roraima
77067,Novais,Santa Catarina
45008,da Costa,Paraíba
21775,da Rocha,Roraima
58012,Porto do Oeste,Pernambuco
73993,Sampaio Alegre,Roraima
50987,Campos de Minas,Rio de Janeiro
25605,Monteiro,Bahia
96215,Rezende,Rio Grande do Sul
42816,Macedo do Norte,Espírito Santo
39932,Novais do Norte,Goiás
43250,da Cunha da Mata,Roraima
25311,das Neves da Serra,Paraíba
10416,da Mota,Bahia
88412,Aragão de da Cruz,Rio Grande do Norte
85808,Correia,Amapá
15201,Macedo,Rio Grande do Sul
46467,Cunha Verde,Roraima
32000,Nascimento de Goiás,Amapá
63652,Sales da Serra,Roraima
56152,Lopes da Serra,Minas Gerais
75805,Costela,Paraná
5447,Campos,Maranhão
46945,Cunha,Piauí
59774,Marques das Pedras,Pará
89417,da Mota de Goiás,Maranhão
71690,Peixoto de da Conceição,Pernambuco
3859,da Luz,Goiás
85296,Pacheco de Lima,Amapá
45380,Campos das Pedras,Paraíba
16355,Vargas,Pernambuco
47745,Sampaio Grande,Santa Catarina
35843,Camargo,Sergipe
75344,da Costa,São Paulo
38954,da Cruz,Roraima
28340,Pinto,Rio de Janeiro
54701,Brito,Mato Grosso do Sul
43443,Nascimento do Galho,Sergipe
59463,Oliveira,Goiás
84959,Nunes Alegre,Acre
20955,Leão do Sul,Pernambuco
32419,Cunha Alegre,São Paulo
53748,Oliveira Grande,Alagoas
24250,Pimenta de Goiás,São Paulo
51877,Rodrigues,Alagoas
19805,Cavalcanti,Pará
41,Cardoso de Rodrigues,São Paulo
79913,Vieira,Piauí
34615,Santos,Rondônia
31685,Andrade,Bahia
47847,Freitas Paulista,São Paulo
34063,da Luz,Minas Gerais
52611,Fernandes da Serra,São Paulo
80056,Ribeiro,Bahia
98478,Almeida Verde,Amapá
78284,Nunes de Vargas,São Paulo
82885,Moura,Rio de Janeiro
91231,Fernandes,Rio de Janeiro
80041,Farias do Oeste,Rio de Janeiro
13075,da Mota Alegre,Tocantins
87806,Albuquerque,Minas Gerais
44077,Lopes,Rio Grande do Sul
1478,Ferreira,Pará
46913,Fernandes dos Dourados,Amazonas
6057,da Mota de Abreu,Paraná
11394,da Rosa do Amparo,Paraíba
27128,Araújo Grande,Mato Grosso
78231,Gomes,Amazonas
94275,Câmara,Alagoas
74987,da Mata,Piauí
64098,Cassiano,São Paulo
3256,Gonçalves,Sergipe
74038,Cavalcanti,Piauí
40575,Mendonça,Tocantins
67263,Pastor,Alagoas
64375,Barbosa de Monteiro,Amazonas
39662,Ferreira,São Paulo
77172,Casa Grande,Rio de Janeiro
93398,Araújo do Sul,Sergipe
22979,Teixeira,Pará
4660,da Mota da Praia,Acre
8089,Andrade do Campo,Amapá
87513,Pastor,Paraíba
46790,Mendonça da Mata,Acre
64473,Pires,Espírito Santo
51116,da Luz,Pernambuco
86992,Fonseca,Roraima
82240,Marques de Machado,Mato Grosso do Sul
66271,Moraes de Minas,Sergipe
22098,Moreira,Ceará
57493,da Rosa,Acre
36034,Rezende Paulista,Ceará
46269,Cirino do Norte,Santa Catarina
35258,das Neves de Viana,Rio Grande do Sul
56157,Brito Grande,Piauí
29989,Jesus das Flores,Rio Grande do Sul
95206,Melo de das Neves,Distrito Federal
73431,Azevedo,Minas Gerais
71753,Novais da Praia,Pernambuco
20639,Camargo,Amazonas
9387,Pimenta,Amazonas
1299,Rios,Sergipe
54612,Cunha,Alagoas
26671,Barbosa,Minas Gerais
42316,Lopes,Maranhão
36718,Andrade das Flores,Mato Grosso do Sul
35289,Rocha Verde,Amazonas
77360,das Neves do Norte,Maranhão
82293,Macedo Alegre,Maranhão
72017,Ribeiro,Rio de Janeiro
72087,Correia do Oeste,Rio Grande do Sul
4815,Martins,Tocantins
34658,da Rocha de Correia,Rio Grande do Sul
32757,Melo de Pastor,Rio Grande do Sul
94005,Machado de Barros,Santa Catarina
72592,Lima,Minas Gerais
68383,Teixeira,Amazonas
38491,Moraes do Oeste,Tocantins
75026,Cirino,Minas Gerais
3396,Freitas,Rio Grande do Sul
93258,Moreira do Oeste,Mato Grosso do Sul
52645,Silveira Alegre,Paraíba
59147,Casa Grande,Rio Grande do Norte
31190,Nogueira de Goiás,Ceará
93809,Castro das Flores,Pernambuco
89056,Jesus das Flores,Bahia
67836,Pinto Paulista,Roraima
41695,Ferreira,Goiás
66661,Montenegro,Rondônia
19950,Cassiano,Paraná
31347,Mendes,Roraima
18724,Barbosa da Serra,Alagoas
12585,Pacheco do Norte,Alagoas
1281,da Conceição dos Dourados,Pernambuco
24616,da Conceição,Rio de Janeiro
32542,Nunes da Serra,Amapá
32200,Gonçalves,Alagoas
54369,Rezende da Praia,Alagoas
88105,da Conceição do Oeste,Sergipe
12906,Rocha da Mata,Roraima
82674,Fonseca,Alagoas
47182,Campos,Goiás
42654,Camargo Grande,São Paulo
30075,Mendes da Prata,Goiás
98750,Cassiano do Galho,Ceará
20434,Caldeira,São Paulo
15769,Barros,Tocantins
15936,Araújo,Paraná
3275,Pereira,Minas Gerais
84925,Moreira Grande,Amazonas
14315,Gomes do Campo,Acre
98429,Cassiano,Tocantins
92235,Costela,Piauí
67978,da Rocha Grande,Acre
49211,da Cunha,Santa Catarina
66741,Pires do Galho,Sergipe
85321,da Rocha de Minas,Distrito Federal
41318,Carvalho do Oeste,Maranhão
85752,Cavalcanti de Minas,Goiás
72715,Campos,Tocantins
94207,Fogaça da Prata,Rio de Janeiro
27982,Novaes,Goiás
48624,Fernandes do Sul,Espírito Santo
5548,Câmara de Mendonça,Paraná
3423,Cavalcante,Sergipe
35143,Azevedo,Mato Grosso
6717,Rezende de Viana,Pará
59299,Pastor,Rio de Janeiro
48959,Silveira,Minas Gerais
40638,Moura,Mato Grosso do Sul
64572,Cavalcante do Campo,Amapá
83688,Machado,Maranhão
70787,Teixeira Paulista,Mato Grosso do Sul
35073,Leão,Rio de Janeiro
1884,Campos,Maranhão
18480,Farias,Goiás
26091,Barros,Rio de Janeiro
33315,Fonseca das Flores,Acre
39615,Mendes,Paraíba
52162,Abreu de Goiás,Distrito Federal
9053,Souza,Acre
19081,Jesus do Galho,Rio de Janeiro
92735,Abreu,Rio Grande do Sul
74651,Melo,Paraná
62249,Azevedo,Roraima
4780,Gonçalves das Pedras,Acre
20898,Cardoso da Prata,São Paulo
45802,Alves da Serra,Distrito Federal
65914,Viana,Rio de Janeiro
61472,Marques Verde,Piauí
27706,Martins de Vieira,Alagoas
18644,Correia,Minas Gerais
43751,Almeida,Minas Gerais
33773,Nogueira Paulista,Ceará
15671,da Cruz de Barros,Pará
83951,Borges,Roraima
34310,Rodrigues Verde,Minas Gerais
56754,Sampaio,Maranhão
84944,Nascimento dos Dourados,Rio de Janeiro
61948,da Paz,Bahia
36939,Novais,Santa Catarina
32470,Pastor,Roraima
51346,da Rocha de Monteiro,Sergipe
87034,Moreira do Sul,Piauí
40071,Duarte,Santa Catarina
37061,Teixeira de da Conceição,Piauí
32892,Caldeira Verde,Sergipe
43655,Gonçalves,Santa Catarina
54619,Porto,Alagoas
94615,Nunes,Alagoas
17014,Borges das Pedras,Goiás
35905,Cavalcante da Praia,Paraíba
95520,Guerra do Sul,Amapá
6234,Vasconcelos,Distrito Federal
30276,Guerra Verde,Piauí
72154,Pereira,Ceará
99770,Dias,Roraima
48617,Cardoso de Alves,Amapá
64875,da Mota do Sul,Sergipe
36539,Borges de Minas,Espírito Santo
56945,Alves do Norte,Roraima
55647,Garcia,Maranhão
2263,da Cunha da Prata,Bahia
96836,Borges,Distrito Federal
93664,Sousa Verde,Rio Grande do Norte
43392,Mendonça das Flores,Paraíba
82990,da Rosa Verde,Amapá
47926,Silva do Amparo,Paraná
15790,Alves,Rio Grande do Norte
8229,da Paz de Correia,Ceará
39353,Montenegro de Novais,Goiás
94740,Guerra,Sergipe
84410,Dias dos Dourados,Mato Grosso do Sul
17903,Alves,Paraná
63300,Monteiro das Pedras,Rondônia
22270,Rodrigues,Piauí
18961,Nunes,Rondônia
61142,Pereira,Ceará
70726,Azevedo,Santa Catarina
41624,da Mata,Tocantins
60943,Araújo,Mato Grosso
68970,Lima de Moreira,Pernambuco
87504,Sales,Ceará
67658,Marques,Piauí
1262,da Mata,Mato Grosso
98207,Sousa das Flores,São Paulo
57882,Sá de Goiás,Rio de Janeiro
78471,Gonçalves,Minas Gerais
39867,Peixoto,Minas Gerais
46985,Sales,São Paulo
57064,Gomes,Piauí
84118,Nascimento,Rio Grande do Sul
88496,Mendonça do Galho,Distrito Federal
69458,Gomes,Espírito Santo
19546,Azevedo das Flores,Paraná
86439,da Costa,Mato Grosso do Sul
81202,da Luz das Pedras,Alagoas
9373,Barbosa,Minas Gerais
53477,Cavalcanti de Goiás,Paraná
57145,da Costa,Pernambuco
55749,Pinto Verde,Pará
45328,Alves,Piauí
29200,Azevedo,São Paulo
13345,Pastor,Bahia
34725,Pinto dos Dourados,Distrito Federal
67604,Aragão do Oeste,Rondônia
4547,da Luz do Campo,Maranhão
28272,Sampaio,Mato Grosso
21106,Alves,Rio Grande do Norte
7207,Pastor,Rondônia
34145,Novaes,São Paulo
55374,Garcia,Piauí
35862,Souza,Mato Grosso do Sul
11117,Brito do Galho,Rio Grande do Sul
81064,Marques Verde,Pernambuco
87132,Alves de Marques,Paraíba
93651,Pastor Alegre,Espírito Santo
10096,Araújo de Sousa,Piauí
95474,Freitas de Pinto,Acre
11604,Borges das Pedras,Amapá
40084,Santos dos Dourados,Sergipe
27950,Teixeira Paulista,Paraíba
61312,Fogaça Paulista,Acre
37711,Garcia da Praia,Piauí
47912,Vieira de Cirino,Piauí
69902,Nunes Alegre,Rio Grande do Sul
97157,da Mota,Amazonas
16170,Cavalcante,Roraima
89838,Viana,Maranhão
98783,da Paz do Galho,Maranhão
76026,Porto da Prata,Paraná
15698,Fogaça Paulista,Rio Grande do Sul
47235,Mendes,Amazonas
16357,Viana,Mato Grosso do Sul
49379,Rocha dos Dourados,Paraíba
83570,Ribeiro,Bahia
54583,Andrade da Mata,Santa Catarina
92167,Andrade,Rio Grande do Sul
42485,da Mota do Norte,Goiás
94780,Brito do Amparo,Pernambuco
99231,Novais das Pedras,Rio Grande do Sul
16229,Barros,Goiás
42329,Gonçalves,Acre
13002,Câmara Verde,Piauí
55746,Viana das Flores,Santa Catarina
66773,Rezende de Minas,Amazonas
79658,Lopes,Santa Catarina
83834,Leão,Goiás
70853,Araújo,Bahia
77377,Vieira da Serra,Mato Grosso
47091,Oliveira,Piauí
16941,Nogueira das Pedras,Rio Grande do Sul
71709,Ramos de Porto,Ceará
89667,Costela de Goiás,Tocantins
58090,Nogueira do Oeste,Bahia
10298,Rocha Alegre,Tocantins
34994,Farias da Praia,Amapá
99440,Sales,Mato Grosso
73095,Casa Grande de Castro,Maranhão
77313,Ramos das Pedras,Minas Gerais
27550,Jesus da Prata,Pará
40131,Campos,Santa Catarina
4055,Costa,Alagoas
12431,Nogueira da Praia,Tocantins
11342,Vasconcelos,Alagoas
6969,das Neves do Amparo,Paraná
9490,da Paz Alegre,Minas Gerais
57396,Cardoso,Goiás
36921,Brito,Maranhão
1463,Cunha de da Rocha,Amazonas
40744,Sampaio,Pará
32868,Machado,São Paulo
70604,Almeida,Amazonas
66402,Sales,São Paulo
49154,da Cruz,Roraima
38781,Macedo,Distrito Federal
86754,Vargas da Mata,Amapá
4852,Souza,Maranhão
19985,Moreira Grande,Santa Catarina
40999,Fogaça de Moreira,Sergipe
12882,Alves do Campo,Ceará
32362,Sampaio das Flores,Mato Grosso do Sul
61123,Moura do Amparo,Ceará
8674,Fonseca,Rio Grande do Norte
25307,Mendes Alegre,Paraíba
45583,da Cunha,Sergipe
52835,Barbosa Alegre,Mato Grosso
19190,Azevedo de Minas,Sergipe
52036,Nunes de Vieira,Espírito Santo
43842,Freitas,Distrito Federal
40598,Marques,Sergipe
48707,Fonseca da Praia,Goiás
41115,Leão de Goiás,Paraná
69859,Andrade da Praia,Rondônia
40412,Caldeira,Rio de Janeiro
39275,Porto de Nunes,Sergipe
62460,Fernandes Paulista,Acre
6555,Rodrigues da Prata,Paraíba
5916,Cassiano,Amazonas
95619,Borges,Goiás
63308,Pacheco da Praia,Amapá
27652,Fonseca,Distrito Federal
97890,Marques da Praia,Mato Grosso
87300,Aparecida,Bahia
63582,Sampaio do Galho,Paraná
84721,Vieira da Praia,Paraíba
76136,Rezende de Goiás,Rio Grande do Sul
25746,Duarte,Pernambuco
41449,Porto do Norte,Alagoas
2850,da Rocha,Paraíba
76558,da Paz,Rio Grande do Sul
47731,Machado,Amapá
58317,da Rocha,Rio Grande do Norte
22027,Lopes Paulista,Ceará
23442,Peixoto do Galho,Rio Grande do Norte
75635,Macedo de Mendes,Mato Grosso
61754,Mendonça,Distrito Federal
4991,Marques,Distrito Federal
51861,das Neves,Tocantins
98234,Sampaio do Campo,Mato Grosso
5993,Azevedo,Sergipe
86567,Ramos,Alagoas
55629,Sampaio da Mata,Rio Grande do Sul
64914,Guerra do Amparo,Pará
91760,Nascimento da Prata,Rio Grande do Norte
95113,Silva,Piauí
32958,Abreu,Mato Grosso do Sul
6164,Machado,Rio de Janeiro
44748,Andrade,Distrito Federal
65732,Mendes de Goiás,Rio Grande do Norte
17189,da Cunha de Santos,São Paulo
53286,Fonseca de Minas,Santa Catarina
37667,Fonseca,Rio de Janeiro
78840,Lima,São Paulo
73492,Silva do Sul,Rio Grande do Sul
83110,Fonseca,Piauí
6746,Abreu,Rio de Janeiro
23843,Novais dos Dourados,Sergipe
37577,Novaes de Peixoto,Sergipe
43379,da Cruz,Mato Grosso do Sul
44256,Barros do Amparo,Paraná
42030,Nunes do Sul,Rio Grande do Norte
23495,Leão da Mata,Ceará
28718,Guerra,Distrito Federal
54194,Peixoto,Rio de Janeiro
90806,Machado de Aparecida,Paraná
70269,Moreira de Minas,Piauí
59888,Santos,Acre
17334,da Conceição da Mata,Rondônia
4307,Vargas de Campos,Ceará
35866,Gomes Alegre,Acre
56512,Macedo do Amparo,Bahia
22839,Sá,Pará
2955,Sá,Minas Gerais
82413,Azevedo de Pereira,Santa Catarina
63170,Silva Paulista,Roraima
83038,das Neves Grande,Goiás
38704,Fogaça,Piauí
49637,Fonseca,Pernambuco
82737,Pacheco da Praia,Mato Grosso
1471,Castro,Pará
39227,Moraes das Pedras,Amazonas
60421,Moreira da Prata,Pará
81309,Moreira,Distrito Federal
75984,Siqueira Paulista,Bahia
65363,Câmara de Câmara,Ceará
12020,Casa Grande das Flores,Paraíba
6261,Rios Verde,Mato Grosso do Sul
68697,da Costa,Distrito Federal
937,Santos,Pará
98469,Brito,Paraíba
4205,Siqueira,Distrito Federal
90112,Silveira de da Paz,Amapá
21545,Camargo da Mata,Rio Grande do Norte
85071,Ribeiro de Pires,Minas Gerais
25646,Araújo dos Dourados,Distrito Federal
53353,Silveira,Bahia
17731,da Rosa,Mato Grosso do Sul
49526,Porto,Alagoas
1469,Cassiano,Pará
17302,Aparecida de da Cruz,Rio Grande do Sul
90391,Melo,Rio de Janeiro
97575,Lopes das Flores,Santa Catarina
89507,Leão,Rondônia
36516,Farias Paulista,Minas Gerais
5901,Rodrigues,Sergipe
95072,Porto de Cavalcanti,Goiás
61906,Almeida,Pará
85386,Almeida,Santa Catarina
90731,Casa Grande,Rio de Janeiro
8327,Abreu,Rio de Janeiro
10120,Rezende Grande,Rio Grande do Norte
23677,da Cunha,Goiás
13862,Rocha,Maranhão
91648,Silveira,Amazonas
50059,Lopes,Santa Catarina
42255,da Mata de Leão,Sergipe
9288,Rodrigues,Sergipe
25413,das Neves do Norte,Rondônia
29279,Santos de Fonseca,Roraima
86045,Barbosa,Mato Grosso
7659,Melo Verde,Rondônia
42536,Moura do Oeste,Pernambuco
36055,da Costa de Almeida,Rio Grande do Norte
70249,Cassiano de da Mata,Rio de Janeiro
84245,da Luz,Amazonas
19857,Barbosa,Paraná
29449,Garcia,Santa Catarina
89983,Monteiro,Mato Grosso
91768,Pacheco,Maranhão
57715,Mendes,São Paulo
12134,Vasconcelos do Norte,Rio Grande do Norte
59160,Carvalho de Minas,Santa Catarina
26925,Jesus de Vasconcelos,Paraná
35529,Cavalcanti do Galho,Maranhão
17994,Pinto,Goiás
6721,Almeida,Mato Grosso do Sul
1683,da Mota do Campo,São Paulo
35222,Vieira,Alagoas
59061,Novais,Goiás
86166,Alves,Paraíba
27847,Oliveira de Goiás,São Paulo
24353,Abreu do Amparo,Bahia
82949,Silveira do Galho,São Paulo
81979,Martins de Goiás,Minas Gerais
74110,da Mota,Mato Grosso
47243,Alves,Acre
92895,Castro do Campo,Espírito Santo
1334,Pereira do Sul,Acre
59090,Cassiano Alegre,Maranhão
8286,Lima das Flores,Distrito Federal
1565,Pacheco de Teixeira,Bahia
17247,Pacheco de da Rosa,Minas Gerais
53780,da Cruz,Rio Grande do Sul
99170,Duarte de Pires,Roraima
53328,da Paz da Mata,Acre
70715,Cavalcante de Lopes,Mato Grosso
30357,da Luz Grande,Mato Grosso do Sul
35585,Silva Paulista,Rondônia
65710,Novaes da Praia,São Paulo
35866,Rezende das Pedras,Rio de Janeiro
76845,Alves Paulista,Espírito Santo
54687,Jesus Verde,Rio Grande do Norte
57988,Novais,Roraima
97442,Moraes,Roraima
12416,Peixoto,Rio Grande do Sul
90992,Vargas do Oeste,Amapá
22457,Jesus de Goiás,Paraíba
34437,Rodrigues do Galho,Amapá
30162,Araújo,Santa Catarina
61186,Santos Alegre,Distrito Federal
44325,Aragão,Mato Grosso
19877,Cunha de Leão,Alagoas
36882,Silva do Campo,Amazonas
36695,Silveira,Goiás
87377,Cirino,Bahia
34644,Rocha,Paraíba
36686,Abreu de Duarte,Paraíba
80210,Sales do Campo,Rondônia
99328,Farias,Amapá
22864,Cirino,Amazonas
88318,Ramos,Paraná
34366,Pacheco,Amazonas
73798,Camargo da Praia,Santa Catarina
2018,Costela,Amapá
6963,Vieira,Distrito Federal
38884,Silveira,Amapá
99419,Jesus de Goiás,Bahia
8146,Cassiano da Praia,Piauí
16372,da Paz,Rio Grande do Norte
9761,Mendes das Flores,Tocantins
43356,Sampaio,São Paulo
91934,da Conceição das Pedras,Paraná
64401,Peixoto de Lopes,Rio de Janeiro
97079,Pinto de Goiás,Pernambuco
69247,Oliveira da Praia,Rio Grande do Sul
35792,Vieira Verde,Piauí
58359,Cavalcanti do Oeste,Maranhão
14649,Aparecida de Mendonça,Mato Grosso do Sul
46246,Carvalho da Serra,Amazonas
9816,Porto,Santa Catarina
71222,Rodrigues do Amparo,Maranhão
68299,Souza,Roraima
31350,Monteiro,Rio de Janeiro
66473,Leão,Amazonas
89979,Porto,Goiás
44726,Alves de Almeida,Alagoas
57144,Cavalcanti Alegre,Acre
43643,Pires,Tocantins
70929,da Paz,Maranhão
82649,Leão de Teixeira,Minas Gerais
24017,Cirino,Goiás
87354,Vieira de Dias,Espírito Santo
9687,Sá,Ceará
62369,Silva,Mato Grosso do Sul
38781,Campos,Ceará
26061,Sousa da Mata,Amazonas
73456,Rios,Roraima
96398,Nunes,Distrito Federal
66365,Rodrigues,Maranhão
16659,Garcia Grande,Minas Gerais
9175,Viana,Piauí
30390,Siqueira,Alagoas
83988,Cunha de Correia,Santa Catarina
97247,Ribeiro,Rio Grande do Norte
35253,Guerra de Pimenta,Bahia
72770,Rios,Rio Grande do Sul
72910,Lima,Piauí
16338,Mendes,Distrito Federal
46472,Carvalho Paulista,Roraima
58181,Pastor,Alagoas
33816,Sampaio,Roraima
41863,Pimenta,Pernambuco
98286,Nascimento,Maranhão
30595,Câmara de Goiás,Paraná
51288,Sales da Praia,Santa Catarina
63916,Lima,Paraná
78792,Borges de Abreu,Mato Grosso do Sul
15419,Melo de Cavalcante,Rio Grande do Norte
56061,Pacheco,Minas Gerais
14248,da Cruz do Galho,Rondônia
29734,Carvalho Paulista,Mato Grosso do Sul
86330,Macedo,São Paulo
38036,Lopes,Paraná
97981,da Conceição,Sergipe
29997,da Cruz Grande,Amazonas
27057,Abreu,Espírito Santo
81356,Viana,Ceará
58145,da Conceição do Campo,Tocantins
41613,Siqueira do Amparo,Amazonas
62913,da Costa,Paraná
