idestado,nome_estado,sigla_estado
30918,Roraima,GO
4792,Amazonas,MG
84289,Rio de Janeiro,BA
11996,Ceará,CE
80900,Rondônia,GO
10518,Bahia,PI
2626,São Paulo,AP
9257,Santa Catarina,MG
4149,Roraima,BA
29271,Rio Grande do Sul,TO
25375,Goiás,ES
62781,Mato Grosso do Sul,RR
40308,Minas Gerais,RO
5325,Pernambuco,PE
76119,Rio Grande do Sul,GO
18651,Rondônia,MS
88208,Tocantins,MS
61809,Minas Gerais,PB
90461,Rio Grande do Sul,AC
54763,Piauí,GO
57117,Alagoas,MS
35106,Rio Grande do Sul,PA
29831,Paraná,MT
42824,Minas Gerais,TO
80974,Distrito Federal,PE
20174,Pará,BA
12581,Ceará,RO
90801,Bahia,BA
91259,Sergipe,MS
86427,Mato Grosso do Sul,PI
36645,Espírito Santo,PI
43968,Amapá,DF
40581,Tocantins,PI
42558,Pernambuco,RS
25858,Mato Grosso do Sul,BA
19065,Maranhão,AM
65915,Roraima,AP
99486,Tocantins,RS
17270,Maranhão,PE
49997,Minas Gerais,AM
96139,Rondônia,PI
37507,Sergipe,AL
96754,Maranhão,DF
89101,Rondônia,AM
17776,Espírito Santo,PA
55336,Bahia,ES
78211,Pernambuco,RO
34735,Sergipe,SE
88803,Rio de Janeiro,BA
78986,Tocantins,PB
58931,São Paulo,MA
42873,Paraná,RS
41422,Distrito Federal,RS
86641,Roraima,PE
72976,Piauí,RS
7152,Mato Grosso,ES
52071,Espírito Santo,SC
79142,Sergipe,MT
99505,Goiás,GO
76714,Piauí,AM
80269,Piauí,RJ
35707,Rondônia,PB
6328,Acre,RR
82626,Pernambuco,AL
32075,Rondônia,AM
81123,Mato Grosso,CE
45187,Pernambuco,MT
81047,Tocantins,PE
39997,Distrito Federal,SC
74192,Distrito Federal,BA
19032,Minas Gerais,PR
81185,Alagoas,SE
31614,Santa Catarina,SC
85077,Espírito Santo,BA
42297,Alagoas,CE
76954,Acre,PB
9472,Amapá,PA
79841,Amapá,RO
65792,Amazonas,MS
86388,Maranhão,TO
90046,Ceará,TO
90613,Distrito Federal,TO
43018,Maranhão,PR
86279,Mato Grosso do Sul,MG
26625,Pará,ES
70982,Rio Grande do Norte,PB
58553,Alagoas,MA
35182,Amapá,AP
34244,Rio Grande do Sul,RS
30819,Alagoas,PB
23080,Maranhão,RR
89840,Tocantins,AM
51382,Acre,GO
4096,Santa Catarina,PE
40722,Rio Grande do Sul,RR
51572,Pernambuco,CE
52678,Mato Grosso,RN
33761,Pará,RJ
93900,Paraná,RO
96435,Tocantins,MG
94119,Mato Grosso do Sul,SE
17998,Rondônia,MS
61483,Rondônia,ES
16998,Paraná,PR
72200,Pernambuco,MA
82586,Sergipe,BA
37894,Rio Grande do Norte,CE
9468,Rondônia,ES
98692,Goiás,MA
48044,Amazonas,DF
30904,Roraima,RN
10191,Rio Grande do Norte,RO
76083,Rio Grande do Norte,ES
26727,Sergipe,SC
19664,Pará,AL
24385,Acre,PE
90141,Amazonas,AM
23517,Mato Grosso do Sul,CE
40026,Rio Grande do Norte,GO
43692,Goiás,AP
34263,Pará,CE
11809,Rio de Janeiro,BA
57608,Amazonas,BA
41139,Tocantins,TO
17737,São Paulo,BA
38605,Paraíba,RN
29777,Rondônia,MT
23232,Piauí,PI
33342,Pará,ES
11065,Roraima,MA
78918,Amazonas,PB
48986,Amapá,DF
91723,Roraima,AM
57264,Tocantins,RO
76102,Santa Catarina,GO
91915,Tocantins,BA
37885,Mato Grosso,MS
24296,Paraná,ES
93622,Pernambuco,SP
40268,Piauí,MS
63008,Minas Gerais,MS
67642,Amazonas,MT
31500,Santa Catarina,DF
65156,Sergipe,RR
4600,São Paulo,AL
37317,Ceará,SE
91617,Roraima,RO
13692,Goiás,PE
15578,Maranhão,MG
1393,Roraima,DF
62224,Espírito Santo,TO
10261,Mato Grosso do Sul,PR
12274,Roraima,RS
76316,Tocantins,MG
49824,Paraíba,PI
16265,Distrito Federal,RO
94474,Acre,AM
7824,Minas Gerais,RS
77512,Pernambuco,MT
27841,Pernambuco,AL
53685,Tocantins,RO
96756,Distrito Federal,AP
16442,Mato Grosso do Sul,MT
75709,Paraíba,PA
67987,Sergipe,PA
18158,Paraná,AP
3382,Santa Catarina,CE
41626,Acre,PR
80026,Amapá,PA
56957,Pará,ES
95240,São Paulo,AP
46332,Paraná,AL
71932,Piauí,TO
56876,Mato Grosso do Sul,MA
29305,Mato Grosso do Sul,ES
19049,Bahia,TO
25510,Rio Grande do Sul,PR
57882,Rio Grande do Sul,MT
68247,Rio de Janeiro,AL
90609,Rio de Janeiro,RJ
35621,Pernambuco,MT
10368,Paraíba,MA
11695,Maranhão,RR
49449,Goiás,PR
43555,Distrito Federal,RO
47992,Mato Grosso do Sul,RN
28975,Alagoas,PB
31669,Goiás,ES
54421,Mato Grosso,PI
67509,Amapá,MT
54597,Piauí,BA
74261,Distrito Federal,RS
19110,Pará,RO
96698,São Paulo,MT
72683,Tocantins,RJ
36699,Pernambuco,RR
14771,Piauí,ES
2074,São Paulo,SE
66833,Espírito Santo,SC
56606,Alagoas,PI
82687,Minas Gerais,RN
42898,Bahia,PA
20977,Santa Catarina,RR
70488,Paraná,PI
8856,Sergipe,AL
85618,Amapá,SP
70971,Rio Grande do Norte,PA
63360,Paraná,AM
37791,Mato Grosso do Sul,RO
60340,Roraima,TO
68373,Acre,TO
2502,São Paulo,PI
2193,São Paulo,SE
35286,Mato Grosso,PR
50203,Minas Gerais,RN
56939,Goiás,PA
22842,Mato Grosso do Sul,SC
43589,Espírito Santo,BA
97507,Goiás,AL
8689,Maranhão,SE
26701,Rondônia,RR
92842,São Paulo,RN
99724,Rio Grande do Sul,RJ
44171,Paraíba,SC
13459,Mato Grosso,SE
16132,Distrito Federal,AP
64830,Tocantins,RO
16280,Bahia,MS
82486,Maranhão,SP
71404,Minas Gerais,MG
55168,Paraíba,PR
16244,Tocantins,GO
87241,Rio Grande do Norte,CE
3066,Piauí,RS
12308,Rio de Janeiro,PR
27427,Goiás,GO
83293,Rondônia,SP
56808,Distrito Federal,MT
35489,Rio Grande do Norte,AM
35295,Acre,BA
40980,Rio Grande do Sul,AC
22706,Santa Catarina,AC
11395,Rio Grande do Sul,RS
18766,Roraima,RO
92282,Mato Grosso do Sul,AL
46478,Paraíba,SC
45105,São Paulo,BA
58676,Rio Grande do Norte,MS
74430,Minas Gerais,MA
80261,Rio de Janeiro,MG
13969,Santa Catarina,PE
92029,Mato Grosso,PR
78472,Espírito Santo,MG
72738,Pernambuco,PA
77660,Distrito Federal,ES
66856,Maranhão,DF
49974,Ceará,SE
31218,Rio Grande do Sul,BA
48574,Espírito Santo,AP
69172,Goiás,PR
39019,Ceará,MT
65360,Pernambuco,PR
94148,Minas Gerais,PB
94663,Tocantins,MG
57354,Tocantins,SC
666,Santa Catarina,PA
50659,Alagoas,AP
64904,Rio Grande do Sul,PI
39444,Tocantins,SP
93296,Sergipe,MG
41761,Maranhão,AC
37747,Minas Gerais,BA
66824,Espírito Santo,PB
53390,Tocantins,PA
57771,Amazonas,PI
43557,Santa Catarina,RR
14132,Sergipe,BA
42443,Amazonas,AM
90492,Rio de Janeiro,SC
72230,Minas Gerais,PB
5983,Roraima,ES
89609,Amazonas,RO
79111,Alagoas,TO
43559,Paraná,RO
64521,Ceará,RJ
73530,Rio Grande do Sul,CE
84491,Espírito Santo,PI
832,Sergipe,PA
74463,Paraíba,MG
22804,Pará,MT
9033,Santa Catarina,SP
38717,Amazonas,RO
94447,Mato Grosso do Sul,RN
17576,Maranhão,AP
76717,Sergipe,AM
86981,Acre,DF
84995,Espírito Santo,SP
95609,Roraima,PI
17181,Alagoas,SP
47857,Santa Catarina,ES
54872,Santa Catarina,PE
30443,Pará,RN
43591,Rio Grande do Norte,MS
71689,Amapá,RO
18592,Maranhão,PI
96587,Rondônia,MT
9954,Bahia,SP
2085,Paraná,BA
65856,Paraná,BA
11386,Rio de Janeiro,BA
93246,Goiás,SE
43096,Rio Grande do Sul,PB
94700,Sergipe,SC
44604,Rio Grande do Sul,MG
56727,Rio Grande do Norte,SC
77758,Amazonas,PB
58976,Maranhão,AM
71573,Rio Grande do Sul,TO
51459,Mato Grosso,RN
59556,Amazonas,SP
20831,Espírito Santo,GO
28853,Paraíba,RS
9379,Mato Grosso do Sul,RO
33163,Roraima,BA
60172,Ceará,DF
4906,Sergipe,PE
66696,Maranhão,MT
64867,Paraná,PB
7361,Santa Catarina,SC
66086,Mato Grosso,PE
30702,Pará,MT
92724,Sergipe,PB
55038,Rio Grande do Norte,BA
6575,Amazonas,AC
82664,Pará,MT
27094,Acre,PB
64423,Maranhão,RN
72823,Rondônia,RN
51512,Santa Catarina,AP
88992,Santa Catarina,RN
74715,Piauí,DF
64073,Mato Grosso do Sul,MS
33627,Rio de Janeiro,PI
57720,Amapá,PR
41972,Distrito Federal,BA
18981,Ceará,PA
25150,Rio Grande do Norte,MG
10388,Mato Grosso do Sul,PA
83210,Rio Grande do Norte,RO
62724,Rondônia,MT
92634,São Paulo,PI
17044,Pernambuco,SC
49609,Roraima,AC
41851,Tocantins,RO
47578,Maranhão,MT
36956,Pernambuco,PE
38039,Santa Catarina,PE
44604,São Paulo,PI
89703,Pará,GO
29786,Paraíba,CE
55143,Sergipe,TO
53300,Sergipe,MS
22072,Amazonas,MT
67560,Ceará,MT
71347,Santa Catarina,SC
95329,Roraima,PE
63549,Pernambuco,RO
44890,Ceará,MA
35991,Bahia,PE
86086,Mato Grosso,SE
549,Sergipe,SE
70861,Santa Catarina,RR
54221,Amapá,SE
98273,Rondônia,TO
47878,Mato Grosso do Sul,MS
26065,Pará,GO
44858,Minas Gerais,MG
4772,Acre,DF
18791,Pará,PB
49264,Bahia,RO
4540,Amapá,SC
28357,Paraíba,MT
33853,Distrito Federal,PR
8931,Acre,PA
96704,Acre,PR
3855,Espírito Santo,AP
77861,Rio Grande do Sul,DF
96360,Pernambuco,SP
85987,Paraná,AP
27655,Espírito Santo,PI
94374,Tocantins,MS
57389,Sergipe,AP
77831,Pará,SC
44838,Acre,AC
97432,Paraíba,AL
32300,Goiás,PR
55599,Alagoas,PB
42373,Roraima,BA
42361,Pará,RR
89924,Piauí,SP
29066,Rio de Janeiro,GO
38215,Piauí,AC
2270,Piauí,RS
69406,Santa Catarina,SP
14204,Alagoas,PI
57797,Amazonas,RS
26414,Rio Grande do Norte,MA
32148,Rio Grande do Norte,SP
40151,Santa Catarina,RO
1807,Rio de Janeiro,AL
87278,Piauí,RR
64261,Roraima,RJ
76345,Acre,RS
53482,Mato Grosso,PR
84482,Rio Grande do Sul,DF
40760,Maranhão,AP
50825,Paraná,ES
68277,Rio Grande do Norte,SC
72290,Bahia,BA
93840,Roraima,BA
80117,Pará,PA
2739,Rio de Janeiro,PA
54027,Pernambuco,PI
40587,Amapá,MG
52682,Ceará,MT
5864,Bahia,PE
34702,Amapá,MA
46663,Bahia,CE
27466,Paraná,PI
93750,Goiás,AP
1378,Paraíba,RJ
71891,Alagoas,DF
42160,Santa Catarina,AL
51925,Mato Grosso do Sul,PA
32259,Piauí,MA
10579,Pernambuco,RN
42499,Paraná,MT
35064,Maranhão,SE
83177,Amapá,AL
14166,Paraíba,BA
21625,Amazonas,PR
75470,Minas Gerais,AL
51326,Tocantins,ES
6542,Alagoas,AM
77076,Rondônia,MA
26297,Maranhão,RO
90286,Rio Grande do Sul,BA
21849,Distrito Federal,PA
56295,Santa Catarina,SE
54181,São Paulo,PB
91947,Rio Grande do Sul,TO
2909,Pará,BA
28579,Bahia,MT
7327,Roraima,MA
74411,Piauí,ES
40562,Minas Gerais,PI
2770,Alagoas,AL
96627,Rio de Janeiro,SE
12154,Rondônia,AL
31029,Santa Catarina,AC
51374,Roraima,PA
1587,Ceará,AL
74728,Rio Grande do Sul,MG
45768,Alagoas,MA
31114,Bahia,GO
28631,Distrito Federal,SC
54590,Minas Gerais,SC
69429,Acre,PI
91844,Piauí,PB
40223,Ceará,ES
13738,Minas Gerais,SC
79072,Pará,TO
23834,Rio Grande do Norte,AC
1031,Distrito Federal,RN
3808,Espírito Santo,GO
61581,Paraná,PR
9759,Sergipe,AL
50824,Paraná,AC
68559,Rio Grande do Sul,RN
47984,Pernambuco,RS
23336,Amapá,MG
16996,Bahia,SP
90821,Espírito Santo,AM
58580,Rondônia,PI
90607,Pará,PI
16482,Roraima,RJ
90393,Ceará,DF
5154,Bahia,RN
82798,Amapá,RS
81460,Maranhão,PR
96409,Acre,MA
91322,Pará,PR
4185,Maranhão,AM
70907,Rio Grande do Sul,MG
83565,Maranhão,SC
68179,Minas Gerais,PA
13204,Amazonas,SP
81053,Distrito Federal,SC
36994,Maranhão,RS
63768,Amazonas,PA
56235,Rondônia,RN
85016,Ceará,PA
89671,Roraima,AM
43416,Pernambuco,PE
22942,Mato Grosso,DF
76165,Mato Grosso do Sul,CE
7710,Minas Gerais,CE
29819,Roraima,DF
20199,Ceará,GO
81627,Minas Gerais,SP
86203,Acre,CE
90186,Rio Grande do Sul,MA
53075,Amazonas,RS
85408,Acre,GO
41939,Pernambuco,ES
78717,Rio de Janeiro,RS
63803,Espírito Santo,PR
56527,Mato Grosso,SP
90281,Alagoas,SE
54616,Bahia,CE
40996,Amapá,MG
25485,Rondônia,RO
93820,Sergipe,CE
8330,Maranhão,MS
1460,Santa Catarina,SC
38024,Pernambuco,AC
85536,Amapá,CE
42072,Mato Grosso,SE
7816,Mato Grosso,AL
12515,Espírito Santo,TO
65047,Amazonas,AC
35808,Paraíba,SP
88458,Maranhão,MS
31056,Mato Grosso,RN
86338,Acre,PA
9723,Paraná,BA
79973,Maranhão,AP
24185,Santa Catarina,AC
83854,Acre,AC
45274,Mato Grosso do Sul,PE
63532,Espírito Santo,RR
4914,Maranhão,ES
9215,Espírito Santo,SP
85329,Maranhão,ES
28510,Pernambuco,AC
48631,Tocantins,SC
91445,Maranhão,CE
53159,Rio de Janeiro,RJ
20821,Santa Catarina,GO
70032,Rondônia,SE
24686,Rio Grande do Norte,SP
29144,Rondônia,ES
21037,Ceará,RR
8777,Goiás,PA
40180,Santa Catarina,MT
10584,Amazonas,AC
83129,Santa Catarina,MS
51044,Distrito Federal,SP
64241,Paraíba,AL
58733,Pernambuco,SC
91669,Acre,RN
65477,Amazonas,GO
48732,Bahia,TO
24145,Minas Gerais,AM
58056,Tocantins,PE
96665,Alagoas,PA
12903,Pará,CE
76872,Tocantins,RN
80913,Maranhão,AP
18719,Goiás,ES
78606,Roraima,MS
85596,Rio Grande do Norte,AP
95495,Paraíba,MT
4212,Pará,PA
93035,Roraima,CE
14766,Tocantins,ES
28580,Acre,RN
88192,Amapá,MA
58027,Amazonas,RS
95687,Santa Catarina,AL
76529,Espírito Santo,BA
38595,Bahia,RS
24925,Amazonas,ES
66357,Rondônia,MS
37461,Piauí,PR
8196,Rio Grande do Sul,AL
52489,Rio de Janeiro,PI
95086,Alagoas,PA
53476,Rondônia,GO
7831,Rio Grande do Sul,MS
94469,Tocantins,AP
48040,Rondônia,RS
62746,Roraima,SE
41272,Minas Gerais,SE
88622,Espírito Santo,RR
76976,São Paulo,PR
83518,Mato Grosso do Sul,AL
19505,Paraíba,ES
34517,Bahia,AL
66042,Amazonas,ES
35394,Amazonas,TO
39677,Pará,SE
15260,Rondônia,SE
53917,Distrito Federal,SE
73283,Alagoas,ES
17505,Rio de Janeiro,RS
14917,Acre,PR
65384,Roraima,PA
20277,São Paulo,PI
93853,Pará,SE
43413,Pernambuco,RO
67093,Rio Grande do Sul,PI
58098,Roraima,MG
54473,Bahia,SE
39059,Tocantins,AC
68388,Paraíba,PR
50664,Mato Grosso,ES
29095,Rio de Janeiro,AL
30194,Goiás,BA
14852,Distrito Federal,SP
9708,Alagoas,AL
80587,Mato Grosso do Sul,SC
25039,Amazonas,AC
35092,Tocantins,MA
10252,Espírito Santo,MG
12498,Rio Grande do Sul,MG
50419,Minas Gerais,ES
49197,Rio Grande do Sul,PI
39726,Santa Catarina,RJ
38250,São Paulo,PB
89339,Maranhão,MT
81916,Paraná,SC
34573,Sergipe,MS
31579,São Paulo,RJ
79749,Roraima,DF
83546,São Paulo,RR
47301,Maranhão,SE
1303,Goiás,PB
2807,Rondônia,SC
6496,Bahia,RO
20751,Pernambuco,CE
73338,Mato Grosso,MG
93735,Espírito Santo,MG
2825,Amapá,RJ
36468,Rio Grande do Sul,SC
6485,Sergipe,DF
28770,Acre,SP
95235,Santa Catarina,CE
19745,Maranhão,TO
35135,Paraná,MA
91949,Amazonas,AM
87181,Sergipe,DF
51758,Paraná,MG
67486,Ceará,ES
86511,Rio de Janeiro,MS
12512,Paraíba,AP
99365,Minas Gerais,GO
68430,Amazonas,ES
1951,Mato Grosso,ES
26454,Rio Grande do Norte,DF
88248,Tocantins,SE
63135,São Paulo,RJ
38239,Mato Grosso do Sul,BA
12900,Piauí,SP
5752,Goiás,GO
7917,São Paulo,MG
64864,São Paulo,MT
82182,Paraná,PB
32398,Espírito Santo,TO
71298,Ceará,RR
68939,Rondônia,AM
21496,Goiás,GO
93287,Pernambuco,RR
9005,Distrito Federal,AP
40748,Amapá,GO
21769,Piauí,MS
98859,Bahia,GO
79165,Amapá,BA
86006,Tocantins,RO
92879,São Paulo,RO
6170,Maranhão,RR
64331,Pernambuco,RJ
78784,São Paulo,RO
24969,Acre,MG
60147,Bahia,SC
16259,Sergipe,TO
69503,São Paulo,MG
58421,Pernambuco,DF
8200,Pará,MT
60967,Tocantins,SP
87394,Rio Grande do Norte,SC
90275,Acre,SP
55208,Distrito Federal,MG
8033,Tocantins,AL
75485,Roraima,PI
96667,Mato Grosso,GO
95331,Mato Grosso,SP
21929,Mato Grosso,BA
68383,Mato Grosso,PE
25711,Pará,AL
31077,Alagoas,PB
92146,Piauí,PE
19606,Santa Catarina,PI
28773,Rio Grande do Norte,AC
42360,Alagoas,PA
75333,Rondônia,PI
18443,Mato Grosso,AL
34059,Alagoas,PI
80247,Paraíba,GO
67211,Acre,RR
82093,Rio Grande do Norte,RJ
19491,São Paulo,PB
9284,Maranhão,PE
39110,Pará,RN
28025,Rio Grande do Norte,GO
15392,Sergipe,PE
11058,Paraíba,BA
22953,Rio de Janeiro,RJ
95992,Santa Catarina,SC
94953,Piauí,SE
62595,Sergipe,AP
39530,Roraima,MG
10018,Tocantins,ES
13988,Roraima,ES
33884,Rondônia,TO
92703,Sergipe,SC
60725,Pernambuco,AL
98681,Pernambuco,RJ
47054,Distrito Federal,AM
15173,Mato Grosso do Sul,PA
35802,Amazonas,RJ
92158,Rio Grande do Sul,PA
42183,Goiás,PR
26446,Santa Catarina,RN
57018,Amapá,PI
44540,São Paulo,PE
14308,Minas Gerais,RR
47636,Goiás,RO
97588,Amapá,PE
83090,Santa Catarina,ES
50708,Acre,RO
32687,Pará,AL
83371,Mato Grosso do Sul,RJ
92382,Rio Grande do Norte,BA
85744,Ceará,RR
26823,Rio Grande do Sul,GO
66706,Rio Grande do Norte,PA
43961,Bahia,PR
60246,Pernambuco,SE
22324,Alagoas,RS
66151,São Paulo,RO
93992,Roraima,RO
83095,Acre,MA
39617,Amapá,SP
25916,Santa Catarina,PE
39007,Goiás,BA
33573,Paraíba,SE
33306,Maranhão,RS
9930,Rondônia,ES
24085,Goiás,AM
20925,Pará,ES
92545,Minas Gerais,MA
39162,Roraima,PE
43221,Mato Grosso do Sul,PR
35642,Rio de Janeiro,GO
4024,Tocantins,PR
43493,Acre,GO
44417,Piauí,AM
94803,Rondônia,RN
38242,Tocantins,AP
21680,Paraíba,SE
21328,Alagoas,PR
93898,Paraná,AP
21875,Pará,RN
10032,Rio Grande do Norte,PR
31897,Bahia,MS
25811,Bahia,SE
40602,Mato Grosso,PA
8341,Mato Grosso do Sul,RN
54202,Paraná,PA
14482,Acre,RO
84491,Paraná,MS
53605,Espírito Santo,DF
55196,Mato Grosso,PB
56880,Goiás,CE
14714,Mato Grosso do Sul,MS
54513,Santa Catarina,RJ
34964,Distrito Federal,AL
15769,Santa Catarina,PR
80305,Piauí,CE
52317,Goiás,PR
97962,Tocantins,MT
34122,Pernambuco,MA
4205,São Paulo,ES
88889,Minas Gerais,RJ
17259,Ceará,ES
78951,Rio de Janeiro,TO
67093,Mato Grosso,RS
93129,Santa Catarina,MS
51452,Goiás,AL
55399,Bahia,MT
98133,Espírito Santo,MT
68793,Piauí,SP
64419,Alagoas,AP
61916,São Paulo,AM
49862,Tocantins,RR
65861,Distrito Federal,DF
37559,Pernambuco,SP
36616,Goiás,ES
71342,Minas Gerais,MA
76804,Bahia,RR
7836,Rondônia,SE
69818,Amazonas,AL
42893,Rio de Janeiro,RR
24427,Tocantins,DF
67909,Santa Catarina,CE
43528,Santa Catarina,ES
38297,Maranhão,SC
19124,Sergipe,AP
79518,Roraima,SP
36457,Santa Catarina,MT
46334,Rio Grande do Sul,AC
73399,Acre,TO
48239,Minas Gerais,PB
52251,Amapá,RO
80610,Rio Grande do Norte,SP
5069,Minas Gerais,SC
2773,Acre,PR
66843,Ceará,DF
22512,Rio Grande do Norte,AM
54736,Espírito Santo,PA
27641,Ceará,AP
82697,Ceará,MT
23977,Alagoas,AM
74709,Mato Grosso do Sul,PR
4356,Pará,DF
81473,Paraíba,AP
27722,Paraíba,RN
97476,Mato Grosso,DF
17241,Ceará,AM
10254,Roraima,AP
55186,Piauí,CE
20226,Bahia,MS
92181,São Paulo,MG
84694,Bahia,PE
94631,Paraíba,RN
86364,Bahia,RS
38252,Ceará,BA
9784,Ceará,ES
3296,Mato Grosso,RR
25127,Mato Grosso,PR
21410,Goiás,TO
38040,Distrito Federal,PR
24827,Mato Grosso,AM
16794,Rio de Janeiro,AM
34951,Pará,SE
6101,Acre,PA
37874,Maranhão,RS
98264,Bahia,CE
29187,Paraná,MG
43183,Mato Grosso,SE
28826,Tocantins,SE
89079,Paraíba,CE
35542,Amazonas,MA
68722,Acre,DF
94094,Ceará,GO
29929,Goiás,PB
23638,Minas Gerais,PI
61341,Amapá,MS
24267,São Paulo,PE
43047,Rio Grande do Sul,GO
32097,Piauí,MS
43798,Sergipe,RR
52113,Alagoas,MA
17685,São Paulo,MA
39791,Distrito Federal,TO
82889,Mato Grosso,GO
34299,Amazonas,SC
61701,Minas Gerais,PB
52256,Paraná,AM
2823,Espírito Santo,AP
36241,Rio Grande do Sul,RS
90675,Goiás,DF
39928,Paraná,MA
13078,Pará,PI
56493,Maranhão,PI
17868,Santa Catarina,MT
75031,Sergipe,RO
16459,Pará,SE
98276,Ceará,CE
39020,Alagoas,ES
56452,Bahia,PR
31906,Roraima,RO
58699,Amazonas,BA
65941,Sergipe,RO
8670,São Paulo,SE
58003,Pernambuco,DF
95566,Bahia,DF
97193,Ceará,DF
24499,Espírito Santo,PR
55353,Amapá,SP
55335,Acre,AP
59730,Minas Gerais,CE
44281,Santa Catarina,MT
52029,Rio Grande do Norte,AM
64137,Pará,TO
75346,Goiás,GO
31016,Santa Catarina,MA
96486,Rio Grande do Sul,TO
93231,Rio Grande do Norte,PI
33333,Tocantins,AM
53414,Rio de Janeiro,DF
91631,Rio Grande do Norte,MG
58292,Bahia,AC
49976,Minas Gerais,MA
31966,Distrito Federal,AM
27640,Acre,RR
81538,Distrito Federal,AC
41344,Bahia,PR
65575,Pernambuco,RS
94520,Minas Gerais,PR
68317,Rio Grande do Norte,MG
98699,Ceará,SC
22443,Espírito Santo,AM
95577,Rio Grande do Sul,RR
56031,Pernambuco,RS
52482,São Paulo,RO
72484,Espírito Santo,RN
85776,Rio de Janeiro,DF
75775,São Paulo,SE
26614,Amazonas,SP
43059,Pará,AM
72032,Alagoas,PE
40023,Distrito Federal,SE
95938,Alagoas,MA
21952,Amapá,PR
33223,Tocantins,BA
62308,Amazonas,PB
82384,Santa Catarina,ES
77962,Tocantins,SP
67555,Piauí,AC
23485,Acre,RS
4135,Piauí,AC
92766,Amapá,RN
54190,Goiás,PE
64434,Tocantins,AP
11439,Rio Grande do Sul,RO
6267,Tocantins,PB
91667,Ceará,SC
90644,Rio de Janeiro,MS
23922,Maranhão,MG
30415,Bahia,PR
68379,Sergipe,RN
23911,Sergipe,RN
49079,Bahia,AM
12741,Santa Catarina,RN
38787,Paraná,AL
95180,Ceará,BA
62632,Minas Gerais,RJ
29454,Maranhão,PI
57251,Espírito Santo,BA
8815,Pará,GO
21886,Ceará,PR
71857,Alagoas,MA
60944,Pernambuco,AP
16031,Piauí,CE
934,Espírito Santo,PI
18831,Roraima,RO
60151,Bahia,PI
32177,Amapá,RO
49195,Pará,MA
39605,Rio Grande do Sul,MA
49429,Rio Grande do Sul,PI
1395,Goiás,MT
14657,Roraima,AM
32478,Sergipe,SP
49386,Tocantins,RS
14009,Mato Grosso,MS
99934,Alagoas,RR
18886,Piauí,PI
53605,São Paulo,PR
85199,Amapá,PA
67062,Pará,SP
77549,Piauí,PB
81822,Rio Grande do Norte,RN
75673,Roraima,SE
35318,Piauí,TO
97526,São Paulo,SP
11663,Amazonas,RJ
13533,Maranhão,PE
85628,Distrito Federal,PA
88635,Paraíba,PA
15877,Piauí,RJ
7679,Ceará,SP
93497,Piauí,SC
30253,Santa Catarina,AP
92897,Paraná,CE
58444,Maranhão,SP
68910,Minas Gerais,SE
21506,Distrito Federal,AP
27921,Amazonas,MS
60371,Sergipe,SC
93167,Roraima,DF
53914,Alagoas,AL
17679,Acre,PE
56308,Paraíba,DF
96383,Minas Gerais,MA
8808,Maranhão,GO
96413,Pernambuco,AP
8757,Distrito Federal,AL
74024,Pará,AM
22596,São Paulo,MT
23296,Minas Gerais,RO
18859,Goiás,MS
53601,Piauí,MS
33997,Rio Grande do Sul,RR
81999,Goiás,GO
56152,Rio Grande do Sul,GO
51570,Piauí,ES
98450,Espírito Santo,MS
93609,Bahia,MS
23590,Acre,AP
61499,Paraíba,DF
48594,Amapá,AP
31297,Alagoas,PI
40744,Rio de Janeiro,ES
33422,Amazonas,SE
56896,Acre,AM
62885,Mato Grosso,BA
87331,Rio Grande do Sul,AM
58257,Amazonas,PI
64384,São Paulo,TO
67782,Tocantins,RO
61568,Roraima,RO
80811,Rio de Janeiro,DF
43431,Amazonas,RO
3266,Mato Grosso,RJ
29465,Distrito Federal,MG
21127,Goiás,MG
35930,Paraná,GO
22775,Rondônia,ES
10583,Espírito Santo,AM
21230,Rio Grande do Norte,PB
14051,Piauí,RR
52047,Alagoas,RR
14433,Paraná,RS
34827,Santa Catarina,RN
8507,Pernambuco,RN
27618,Amapá,MT
64617,São Paulo,SE
46536,Acre,MS
7921,Maranhão,PI
51161,Rio de Janeiro,MG
70464,Espírito Santo,PE
47657,Amapá,ES
39319,Rio Grande do Sul,AL
23434,Pará,AM
87184,Alagoas,AC
71660,Pernambuco,AM
45441,São Paulo,AC
36029,Rio Grande do Sul,MA
45215,Maranhão,MT
33387,Piauí,RN
89960,São Paulo,GO
57796,Mato Grosso do Sul,MA
49920,Sergipe,PB
70625,Espírito Santo,PE
91795,Bahia,RN
65476,Rio de Janeiro,MA
9320,Alagoas,GO
31175,Ceará,MT
4737,Piauí,PI
76046,Ceará,AC
51350,Pernambuco,AM
38237,Alagoas,PR
71610,Ceará,TO
63045,Acre,DF
75023,Tocantins,CE
22103,Goiás,MG
11343,Distrito Federal,GO
89746,Amapá,AM
17722,Espírito Santo,TO
52194,Distrito Federal,TO
20929,Tocantins,AM
42048,Tocantins,RS
65595,Santa Catarina,SC
15936,São Paulo,AL
30607,Rondônia,SP
53871,Ceará,SE
26142,Santa Catarina,MS
50460,Mato Grosso,ES
71906,Mato Grosso,RR
19154,Rio Grande do Sul,RN
14127,Santa Catarina,AL
99012,Piauí,CE
23817,São Paulo,GO
22626,Rondônia,RN
55633,Pará,AM
54107,Paraíba,PB
48010,Amazonas,AM
